time (sec),X raw (m/s^2),Y raw (m/s^2),Z raw (m/s^2)
5.98892,7.08067,5.19674,26.9487
5.99894,5.86023,5.05339,23.3899
6.00895,4.48162,4.68019,20.1706
6.01897,3.12756,4.20016,17.1228
6.02898,1.82617,3.65413,14.148
6.039,0.654811,3.10407,11.322
6.04901,-0.122253,2.54637,8.77874
6.05903,-0.694614,2.00543,6.40984
6.06904,-1.00601,1.56939,4.27542
6.07906,-1.18453,1.36559,2.41918
6.08907,-1.41811,1.4621,0.699403
6.09909,-1.72367,1.66022,-0.728582
6.1091,-2.07367,1.92702,-1.88468
6.11912,-2.37997,2.07112,-2.59934
6.12913,-2.37608,2.1413,-3.04975
6.13915,-2.24395,2.08339,-3.32284
6.14916,-2.02384,1.87106,-3.34603
6.15918,-1.80372,1.52764,-3.13773
6.16919,-1.43741,1.12901,-2.63181
6.17921,-0.876872,0.615307,-1.82991
6.18922,-0.328154,0.246602,-1.17719
6.19924,0.0493802,-0.0923259,-0.607974
6.20925,0.267102,-0.179115,-0.0978625
6.21927,0.326657,-0.183006,0.127341
6.22928,0.287153,-0.147692,0.245105
6.2393,0.195126,-0.0719753,0.276529
6.24931,0.140659,0.021847,0.213831
6.25933,0.118512,0.111031,0.156221
6.26934,0.130334,0.212933,0.073771
6.27936,0.119709,0.178966,0.127191
6.28937,0.156819,0.086939,0.233284
6.29939,0.171783,0.0360625,0.438137
6.3094,0.561138,-0.199616,1.16283
6.31942,0.561138,-0.199616,1.16283
6.32943,0.699702,-0.213232,1.52315
6.33945,0.771677,-0.229693,1.89515
6.34946,0.859215,-0.219368,2.10913
6.35948,0.862207,-0.225353,2.34451
6.36949,0.826444,-0.216375,2.60697
6.37951,1.01963,-0.217722,3.21734
6.38952,1.37771,-0.211287,4.15048
6.39954,1.49008,0.36661,5.8493
6.40955,1.85894,1.20936,7.98657
6.41957,2.17183,2.09088,10.4099
6.42958,2.27837,3.28408,13.3217
6.4396,3.05154,3.74451,16.9727
6.44961,4.13237,3.41022,21.0274
6.45963,5.1728,3.1711,25.9003
6.46964,5.88432,2.96012,30.6865
6.47966,5.86951,3.19594,34.3969
6.48967,5.58534,3.5648,37.023
6.49969,5.48494,3.64874,37.8821
6.5097,5.74231,3.68152,37.9829
6.51972,6.35478,3.24862,37.1714
6.52973,6.7585,2.89682,35.5857
6.53975,7.11284,2.76828,33.2602
6.54976,7.36168,2.74509,30.3754
6.55978,6.98624,3.03389,26.7108
6.56979,5.94896,3.5621,22.7689
6.5798,2.79148,4.11995,15.6795
6.58982,2.79148,4.11995,15.6795
6.59983,-0.37888,3.56659,10.4411
