time (sec),X raw (m/s^2),Y raw (m/s^2),Z raw (m/s^2)
5.00845,-6.88344,-5.84856,-1.10477
5.01847,-6.93507,-5.90332,-1.16717
5.02849,-7.06256,-5.99475,-1.24588
5.0385,-7.16521,-6.09306,-1.28418
5.04852,-7.28447,-6.18105,-1.37726
5.05854,-7.43426,-6.32231,-1.44893
5.06855,-7.5402,-6.41014,-1.53183
5.07857,-7.70256,-6.44785,-1.55233
5.08859,-7.86042,-6.42241,-1.54291
5.0986,-8.01335,-6.39069,-1.50669
5.10862,-8.20234,-6.31901,-1.4419
5.11864,-8.28868,-6.26634,-1.34718
5.12865,-8.37398,-6.14095,-1.30753
5.13867,-8.43443,-6.06583,-1.2348
5.14869,-8.43024,-5.98981,-1.11988
5.15871,-8.43443,-5.91724,-1.01065
5.16872,-8.37577,-5.86068,-0.917573
5.17874,-8.38266,-5.8725,-0.855773
5.18876,-8.31547,-5.87175,-0.766141
5.19877,-8.25412,-5.93564,-0.765392
5.20879,-8.26175,-6.00777,-0.778261
5.21881,-8.22045,-6.04922,-0.819711
5.22882,-8.2013,-6.04847,-0.884653
5.23884,-8.16104,-6.0766,-0.990746
5.24886,-8.13306,-6.08588,-1.07544
5.25887,-8.06812,-6.079,-1.14577
5.26889,-8.02891,-6.08992,-1.18408
5.27891,-8.01006,-6.08603,-1.12377
5.28892,-8.0328,-6.0992,-1.08696
5.29894,-8.04029,-6.1185,-1.0524
5.30896,-8.0554,-6.14199,-1.01828
5.31898,-8.09341,-6.14169,-1.01349
5.32899,-8.13935,-6.18419,-1.00376
5.33901,-8.15955,-6.17851,-1.02262
5.34903,-8.16059,-6.18853,-1.03459
5.35904,-8.17122,-6.14454,-1.05973
5.36906,-8.18977,-6.07825,-1.14113
5.37908,-8.22464,-6.03231,-1.16657
5.38909,-8.24664,-5.975,-1.19126
5.39911,-8.24559,-5.91275,-1.14966
5.40913,-8.23736,-5.85888,-1.13829
5.41914,-8.24634,-5.85514,-1.10237
5.42916,-8.25472,-5.85334,-1.03773
5.43918,-8.20309,-5.90392,-0.970993
5.4492,-8.21012,-5.97844,-0.957825
5.45921,-8.17945,-6.04967,-0.927748
5.46923,-8.12812,-6.10503,-0.928497
5.47925,-8.07156,-6.17566,-0.926402
5.48926,-8.02068,-6.19167,-0.942263
5.49928,-7.96472,-6.20619,-0.990147
5.5093,-7.91414,-6.21128,-1.00122
5.51931,-7.88257,-6.19467,-1.02112
5.52933,-7.8269,-6.20783,-1.08711
5.53935,-7.81434,-6.25632,-1.09744
5.54936,-7.80491,-6.34251,-1.0931
5.55938,-7.81718,-6.39069,-1.08217
5.5694,-7.81538,-6.4085,-1.0524
5.57942,-7.75164,-6.46162,-1.00601
5.58943,-7.6861,-6.45084,-0.950194
5.59945,-7.61921,-6.37692,-0.89827
5.60947,-7.53511,-6.30615,-0.877321
5.61948,-7.47152,-6.2406,-0.852631
5.6295,-7.42169,-6.18778,-0.839912
5.63952,-7.37365,-6.14753,-0.876722
5.64953,-7.35121,-6.15142,-0.914281
5.65955,-7.35405,-6.17776,-0.988651
5.66957,-7.38443,-6.19452,-1.05584
5.67958,-7.3946,-6.27592,-1.09265
5.6896,-7.45251,-6.37962,-1.09489
5.69962,-7.49441,-6.4061,-1.07918
5.70963,-7.57282,-6.41224,-1.08307
5.71965,-7.63612,-6.36256,-1.10761
5.72967,-7.68759,-6.30211,-1.1522
5.73969,-7.71722,-6.26619,-1.15969
5.7497,-7.75119,-6.2849,-1.15594
5.75972,-7.72635,-6.29268,-1.17944
5.76974,-7.73563,-6.33084,-1.13679
5.77975,-7.76525,-6.34146,-1.10387
5.78977,-7.83424,-6.36001,-1.01663
5.79979,-7.83543,-6.31677,-0.921913
5.8098,-7.8697,-6.25347,-0.883456
5.81982,-7.81329,-6.19242,-0.879865
5.82984,-7.77184,-6.18614,-0.894379
5.83985,-7.7069,-6.17506,-0.911288
5.84987,-7.73518,-6.22848,-0.945705
5.85989,-7.85623,-6.29268,-1.04476
5.86991,-8.07605,-6.5508,-1.22957
5.87992,-8.33642,-6.91098,-1.29017
5.88994,-8.4693,-7.10805,-1.3792
5.89996,-8.49982,-7.1498,-1.29346
5.90997,-8.37039,-7.13513,-1.24049
5.91999,-8.22793,-6.96814,-1.09699
5.93001,-8.18813,-6.8007,-0.80774
5.94002,-8.16553,-6.5297,-0.533755
5.95004,-7.99749,-6.0989,-0.371848
5.96006,-7.82825,-5.69219,-0.398782
5.97007,-7.66919,-5.36388,-0.53151
5.98009,-7.52209,-5.10157,-0.805495
5.99011,-7.40867,-4.92664,-1.05838
6.00012,-7.28013,-4.83776,-1.28733
6.01014,-7.13798,-4.80783,-1.52375
6.02016,-7.03952,-4.84808,-1.73624
6.03018,-6.9849,-4.89073,-1.94154
6.04019,-6.98056,-4.89956,-2.05721
