time (sec),X raw (m/s^2),Y raw (m/s^2),Z raw (m/s^2)
5.3544,5.10351,-2.4503,3.44569
5.36442,3.45766,-1.83709,4.19552
5.37445,4.24176,-1.14742,4.08957
5.38448,5.59492,-1.90054,3.68331
5.3945,6.37588,-2.64932,4.33588
5.40453,6.6346,-3.09823,4.8846
5.41456,6.71959,-3.09509,4.9871
5.42459,6.73964,-3.06352,4.76743
5.43461,6.89886,-3.24622,4.57754
5.44464,6.98011,-3.1708,4.76025
5.45467,7.00914,-3.03239,4.82983
5.46469,7.23464,-2.91582,5.03199
5.47472,7.45087,-2.87572,5.20482
5.48475,7.77363,-3.01773,5.43915
5.49477,8.26908,-3.33421,5.88267
5.5048,8.66786,-3.75499,5.86636
5.51483,8.5094,-3.86736,5.99266
5.52486,8.04074,-3.51228,6.0178
5.53488,7.73832,-3.20103,5.55736
5.54491,7.01198,-3.41426,4.91991
5.55494,5.26153,-2.64184,5.62275
5.56496,5.88297,-1.82407,5.20631
5.57499,7.23823,-2.45793,5.03678
5.58502,8.36814,-3.15015,5.45322
5.59504,8.96115,-3.86063,5.74935
5.60507,9.30771,-4.1394,5.97964
5.6151,9.42742,-4.11905,5.57936
5.62512,9.31669,-4.08149,5.05743
5.63515,9.09044,-4.06758,4.81352
5.64518,8.79954,-3.79539,4.62707
5.65521,8.61744,-3.49207,4.56931
5.66523,8.52691,-3.49941,4.45259
5.67526,8.8811,-3.59338,4.6154
5.68529,9.64978,-4.03017,5.12207
5.69531,10.4247,-4.76234,5.33919
5.70534,11.0504,-5.44199,5.31555
5.71537,11.1463,-5.89045,5.31764
5.72539,11.3363,-5.7703,4.49539
5.73542,11.3363,-5.7703,4.49539
5.74545,10.0647,-6.15995,4.17726
5.75548,10.5208,-5.02421,5.19928
5.7655,12.3507,-5.52968,4.21153
5.77553,13.7835,-6.18135,4.40441
5.78556,14.3041,-6.36989,4.53834
5.79558,14.1649,-6.00163,4.67002
5.80561,13.6844,-5.30567,4.57739
5.81564,12.7491,-4.53968,4.05366
5.82566,11.6046,-3.65443,3.70037
5.83569,10.6594,-2.56852,3.12172
5.84572,9.7234,-1.98897,2.71995
5.85575,9.06335,-1.58929,2.71262
5.86577,9.01876,-1.22074,2.78325
5.8758,9.36951,-1.17465,2.73955
5.88583,9.8054,-1.55203,2.63077
5.89585,10.2374,-2.13726,2.44222
5.90588,10.4527,-2.52452,2.33014
5.91591,10.2847,-2.70409,2.40362
5.92593,9.75842,-2.58543,2.19861
5.93596,9.16167,-2.3888,1.93271
5.94599,8.3644,-2.28241,1.79055
5.95601,6.99687,-2.2444,0.852182
5.96604,5.26976,-1.02127,1.5676
5.97607,5.44873,-0.458637,0.978625
5.9861,5.85723,-1.30648,0.492904
5.99612,6.1173,-1.71693,0.798313
6.00615,6.13227,-1.70975,1.0901
6.01618,6.04697,-1.5863,1.29945
6.0262,5.82985,-1.55233,1.32354
6.03623,5.46115,-1.60426,1.27476
6.04626,5.01523,-1.67997,1.15998
6.05628,4.60837,-1.30887,1.07349
6.06631,4.2844,-1.31217,1.11883
6.07634,4.20958,-1.37756,0.938822
6.08637,4.25058,-1.44699,1.12976
6.09639,4.52232,-1.52899,1.59303
6.10642,5.16561,-1.79834,1.97221
6.11645,6.06807,-2.27179,2.28705
6.12647,6.53718,-2.84549,2.62553
6.1365,6.95168,-3.1325,2.85223
